geohome,geowork,likeIrpin,likeVishneve,likeBucha,likeVorzel,likeKocubinske,likeBoyarka,likeBrovary,likeBoryspil,likeVyshgorod,liveSuburb,liveOkolica,isGoodWorkLocation,age,isRented,job,liveHouse,isInvestor,isActivist,isFreeAppartmentImportant,city,isSuburb,region,workLat,workLong,homeLat,homeLong,distance
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,2,31,-2,0,2,-1,2,-1,,0,kyiv,50.4249,30.5065,50.4554,30.5894,6.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,23,2,0,2,1,1,2,,0,,50.920697,34.808005,50.915150,34.832038,1.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,29,-2,3,2,2,2,2,,1,kyiv,50.4466,30.4129,50.3917,30.3226,8.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,29,2,0,2,2,2,2,,,,,,,,
,,1,1,1,1,-2,1,-2,-2,-2,2,2,2,33,-2,1,2,2,1,2,,1,kyiv,50.4489,30.4246,50.4008,30.3768,6.3
,,-2,1,-2,-2,-10,1,-2,-2,1,-10,1,1,34,-2,3,1,1,1,-10,,0,kyiv,50.4904,30.4735,50.4833,30.3956,5.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,28,-2,0,1,1,-10,2,,0,odesa,46.4058,30.7067,46.4058,30.7067,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,2,25,-2,1,1,-2,-2,-1,,0,kyiv,50.4689,30.5198,50.4640,30.5208,0.6
,,2,2,1,1,1,1,-2,-2,-2,2,2,1,27,-2,2,2,-2,1,2,,1,kyiv,50.4448,30.4503,50.4352,30.2838,11.9
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,23,2,0,-2,-2,-2,-2,,,,,,,,
,,-2,-2,-2,-2,-2,-2,-10,-2,1,2,2,2,38,-2,0,2,-2,2,-2,,1,kyiv,50.4356,30.3305,50.4356,30.3305,0
,,-2,-2,1,1,1,-2,-2,-2,1,-2,-1,1,25,2,0,1,-1,-2,1,,0,kyiv,,,50.4023,30.6302,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,24,2,0,2,1,1,2,,0,kyiv,50.4562,30.6375,50.5016,30.5959,5.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,21,-2,1,2,1,-10,2,,0,odesa,46.4213,30.7118,46.3499,30.6873,8.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,37,-2,3,2,2,2,-2,,0,,,,47.9278,35.0690,
,,-2,2,-2,-2,-2,1,-2,-2,-2,2,2,2,25,2,0,-10,2,2,1,,0,kyiv,50.5132,30.5071,50.5124,30.4937,1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,25,2,0,2,-10,1,2,,0,lviv,49.8409,24.0009,49.8264,23.9859,1.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,29,2,2,-10,-2,-2,-2,,0,kyiv,50.4389,30.5235,50.4427,30.4986,1.8
,,1,1,1,1,1,1,1,-2,1,1,1,1,28,2,0,1,1,-2,1,,0,kyiv,50.4336,30.5083,50.4525,30.3670,10.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-2,2,29,2,0,-2,1,1,-10,,0,dnipro,48.4572,35.0535,48.4562,35.0515,0.2
,,2,1,-10,-10,-10,1,1,-2,1,2,2,1,30,-2,0,2,-1,1,2,,1,kyiv,50.4705,30.4107,49.8061,30.1080,77
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,32,-2,0,2,-10,-10,-1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,30,1,0,1,1,1,1,,0,,48.0294,33.4658,48.0294,33.4658,0
,,1,-2,-2,-2,-2,-2,2,2,1,-2,-2,1,23,2,0,1,2,1,1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,21,-2,0,2,1,-10,2,,0,lviv,49.8350,24.0065,49.8301,24.0308,1.8
,,1,2,2,2,2,1,1,1,2,2,2,2,28,-2,0,2,1,1,-1,,0,kyiv,50.4504,30.5152,50.4313,30.3896,9.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,26,-2,3,2,2,2,-2,,1,lviv,49.4807,24.0103,49.4949,23.5805,31.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,23,-2,2,1,1,1,2,,0,,49.2472,28.5092,49.2362,28.4926,1.7
,,1,1,1,-10,1,1,-2,-10,-10,2,2,1,25,-2,0,2,-10,2,1,,0,kyiv,50.4390,30.5004,50.4544,30.3573,10.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,2,-2,33,-2,2,2,1,2,-2,,1,lviv,49.8333,24.0023,49.7857,24.0536,6.5
,,-2,2,-10,-10,-10,-10,1,1,2,2,2,-2,28,2,0,2,1,-2,-2,,0,kyiv,50.4357,30.5003,50.5178,30.4932,9.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,1,25,2,2,1,-10,2,1,,,,,,,,
,,1,2,1,1,1,-10,-2,-2,-2,2,2,1,36,-2,-1,1,-10,-10,-2,,1,kyiv,50.4338,30.5096,50.3836,30.3218,14.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,27,2,0,2,-2,-2,-2,,0,,49.0589,33.4020,49.0691,33.4117,1.3
,,1,1,-10,-10,-10,-10,-10,1,1,1,-10,1,30,-2,2,2,1,1,-10,,0,kyiv,50.439221,30.516327,50.451389,30.630556,8.2
,,1,1,-2,-10,-10,-10,1,1,1,2,-1,1,28,2,0,2,2,1,-1,,,,,,,,
,,2,-10,2,-10,-10,-10,-10,-10,-10,1,1,1,30,2,-1,2,1,1,1,,0,kyiv,50.4339,30.5087,50.4741,30.4130,8.1
,,-10,2,-2,-10,1,1,-10,2,-10,1,1,-2,24,-1,2,2,2,2,2,,1,kyiv,50.4387,30.6179,50.4063,30.3834,17.1
,,1,1,1,1,-10,2,2,-2,-2,2,2,-1,41,-2,3,2,-2,2,1,,1,kyiv,50.422670,30.508881,50.3200,30.3154,17.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,2,26,2,0,2,2,2,1,,0,kyiv,50.4454,30.5124,50.3905,30.6231,10
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,24,-2,0,1,2,1,1,,1,kyiv,50.4359,30.5002,50.4027,30.3336,12.4
,,-2,1,-2,-2,1,2,-2,-2,-2,2,2,-2,34,-2,0,2,-2,2,-2,,1,kyiv,50.4248,30.5066,50.3498,30.1863,24.3
,,-2,2,-2,-2,2,2,-2,-2,-2,1,1,1,34,-2,0,1,1,-1,1,,1,kyiv,50.4543,30.4666,50.1773,30.3168,32.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,2,28,-2,0,2,-10,1,-10,,0,,49.5881,34.5575,49.5746,34.5199,3.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,-1,31,-2,0,2,-2,-1,-2,,0,,46.9685,32.0883,46.8527,32.0204,13.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,2,-10,23,-2,0,-1,-1,1,1,,0,lviv,49.7990,23.9981,49.8424,24.0274,5.3
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,29,2,2,-2,-2,-10,-2,,0,kyiv,50.439168,30.498521,50.434022,30.484365,1.2
,,-2,-2,2,-10,-10,-10,1,-2,1,-1,2,2,36,-2,0,1,-2,1,-2,,0,kyiv,50.3941,30.6139,50.3926,30.6225,0.6
,,-2,1,2,1,2,1,1,2,-10,2,1,1,26,-2,0,2,1,1,-1,,0,kyiv,50.4360,30.5368,50.3858,30.6246,8.4
,,2,-10,2,2,-10,-10,-2,-2,1,-10,2,-2,32,-2,1,2,2,2,2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-1,2,26,2,0,-1,-2,-2,1,,0,kyiv,50.4389,30.5239,50.4458,30.4366,6.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,1,2,26,2,0,-1,-1,1,-1,,0,,48.2737,25.9439,48.2822,25.9367,1.1
,,1,1,1,-10,-10,1,-2,-2,-2,-1,-1,2,28,-2,0,1,2,2,2,,1,kyiv,50.4339,30.5094,50.4349,30.3286,12.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,2,2,29,-2,0,-2,1,1,-1,,0,kharkiv,50.0267,36.2203,50.0576,36.2078,3.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,36,-2,3,2,2,2,-10,,1,kharkiv,50.0040,36.2473,49.8415,36.6861,36.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,31,-2,0,1,1,-2,-2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,45,2,2,2,1,2,-2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,1,2,31,-2,0,1,-2,-2,-2,,0,kyiv,50.4279,30.5122,50.4050,30.6668,11.3
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,2,28,-2,0,-1,-1,-2,1,,0,kyiv,50.4405293,30.5232096,50.4579864,30.4866258,3.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,34,-1,3,2,1,-1,2,,0,dnipro,48.4655,34.9807,48.4655,34.9807,0
,,1,1,-10,-10,2,1,1,1,1,2,2,2,26,-2,3,2,2,2,-2,,1,kyiv,50.4575,30.4085,50.4786,30.3391,5.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,1,30,2,0,2,-2,1,1,,0,lviv,49.8290,23.9926,49.8287,24.0129,1.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-2,-2,28,-2,2,2,2,1,-10,,,,,,,,
,,-10,-10,-10,-10,-10,2,-10,-10,-10,2,2,1,35,-2,1,2,2,2,-2,,1,kyiv,50.4045,30.5131,50.3269,30.2857,18.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-10,-2,26,-2,0,2,2,1,2,,0,kharkiv,49.9847,36.2815,50.0372,36.2270,7
,,1,1,1,-10,-10,-10,-10,-2,-10,2,-1,1,28,-2,0,2,1,-1,1,,0,kyiv,50.4294,30.5230,50.4597,30.6089,7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,38,-2,1,2,1,2,1,,0,,44.9544,34.0916,44.6896,33.8911,33.4
,,-2,-2,-2,-2,-2,-2,1,1,1,-1,1,2,33,-2,1,-1,-2,2,-2,,0,kyiv,50.4464,30.5083,50.4387,30.6100,7.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,31,2,0,2,-10,-1,1,,0,kyiv,50.4253,30.5060,50.5225,30.4989,10.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,41,-2,0,-2,-2,-1,-2,,0,kharkiv,49.9805,36.2472,49.9805,36.2472,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,-1,30,-2,1,-1,-2,1,2,,0,,49.4499,32.0376,49.4499,32.0376,0
,,1,-2,1,-10,1,1,1,-2,1,-1,2,2,25,2,2,2,1,1,2,,0,kyiv,50.4350,30.5011,50.4544,30.4460,4.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,2,25,1,2,2,-10,-1,-1,,0,kharkiv,50.0086,36.2390,50.0341,36.2200,3.1
,,-10,1,1,-10,-10,-10,-10,-10,1,2,-1,2,24,2,0,2,1,1,1,,0,kharkiv,49.9946,36.2322,49.9925,36.2383,0.5
,,-10,-10,-10,-10,-10,-10,1,2,1,2,2,-10,39,-2,0,2,-1,1,-1,,1,kyiv,50.4856,30.5165,50.3609,30.7839,23.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,21,-2,0,-10,1,1,-2,,0,kharkiv,49.9862,36.2140,50.0333,36.2283,5.3
,,1,2,1,1,1,1,-2,1,1,2,1,-1,26,2,2,2,2,1,2,,,,,,,,
,,-10,2,2,-10,-10,-10,-10,-10,-10,1,1,-2,22,-2,0,2,-10,1,-10,,,,,,,,
,,1,-2,1,-2,-2,-2,-2,-2,-2,2,2,2,45,2,0,2,2,2,2,,1,kyiv,50.4459,30.5153,50.4636,30.3449,12.3
,,1,-2,1,1,-10,-2,2,-2,2,2,2,2,31,-2,2,-1,-2,1,1,,1,kyiv,50.4843,30.4846,50.5832,30.4857,11
,,-10,1,-10,-10,-10,1,-2,-2,-2,2,2,-2,34,-2,2,1,2,2,1,,1,kyiv,50.4478,30.4240,50.3564,30.9368,37.8
,,-10,-10,-10,-10,-10,-10,-10,1,-10,-1,-10,1,29,-2,3,2,-1,-1,1,,,,50.4268,30.5034,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,31,2,0,2,-2,-10,2,,0,kharkiv,49.9949,36.2645,49.9949,36.2645,0
,,2,2,1,1,-2,-2,1,1,2,2,2,2,39,2,0,2,2,2,2,,0,kyiv,50.4619,30.6148,50.4619,30.6148,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,-1,31,2,2,1,-1,1,1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,36,2,-1,2,2,1,2,,0,lviv,49.8398,24.0178,49.7988,24.0532,5.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,25,2,0,1,1,-1,2,,0,kharkiv,50.0310,36.3429,50.0160,36.3379,1.7
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,31,2,0,-1,-2,-2,1,,0,kharkiv,49.9890,36.2508,49.9567,36.3465,7.7
,,1,2,1,1,-10,2,-2,-2,2,2,2,-2,25,2,0,2,-1,-1,2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,1,23,2,0,1,1,-2,1,,0,lviv,49.811762,24.038867,49.816468,24.011408,2
,,1,-10,-10,-10,-10,-10,-10,-10,1,2,2,2,28,2,2,2,-1,1,2,,,,,,,,
,,2,1,-10,-10,1,-10,-2,-10,1,-10,-2,2,26,-2,0,-10,-2,-1,1,,0,kyiv,50.4319,30.5069,50.4648,30.6233,9
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,26,2,0,-2,-2,-2,-2,,,,,,,,
,,1,1,2,-2,1,1,-2,-2,2,2,2,2,26,2,0,2,2,2,2,,0,kyiv,50.4454,30.5128,50.4392,30.5050,0.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,1,25,2,0,-1,-1,-1,1,,0,kyiv,50.4737,30.5115,50.5048,30.5002,3.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,25,-2,0,2,-1,1,1,,0,,49.4254,32.0798,49.4254,32.0798,0
,,1,1,2,2,-2,-2,1,1,1,2,2,1,28,2,3,2,-1,1,2,,1,kyiv,50.4625,30.4496,50.4708,30.3297,8.6
,,1,2,1,-10,-10,-10,-10,-10,-10,2,2,-2,32,-2,0,2,2,1,2,,,,,,,,
,,-2,-10,1,-10,-10,-10,1,-2,-10,2,2,-2,30,2,0,2,2,2,2,,0,kyiv,50.4422,30.5128,50.4925,30.5152,5.6
,,-10,1,-10,-10,-10,1,1,1,1,2,2,2,20,-2,0,2,-10,-10,2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,30,-2,3,2,-2,-2,-2,,1,kyiv,50.4247,30.5063,50.4604,30.3521,11.7
,,2,1,2,1,1,1,1,1,1,-10,-10,2,29,-2,3,-2,-10,2,-10,,0,kyiv,50.439485,30.516585,50.401461,30.623741,8.7
,,2,-10,2,1,1,-10,-2,-10,1,2,2,-1,31,2,3,2,2,2,2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,29,2,0,1,1,-10,1,,0,kyiv,50.4063,30.6776,50.4022,30.6246,3.8
,,-2,-2,-2,-2,-2,-2,2,2,-2,-1,2,-1,28,-2,0,2,2,2,-2,,0,kyiv,50.4247,30.5065,50.4041,30.6306,9.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-2,1,28,2,3,-1,-1,-1,2,,0,kharkiv,49.9654,36.2329,49.9654,36.2329,0
,,1,1,1,1,1,1,1,1,1,1,2,2,34,-2,3,2,-2,-1,1,,0,,50.2483,28.6855,50.2511,28.6891,0.4
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,24,-2,0,2,-1,-1,1,,0,kyiv,50.4193,30.5163,50.3982,30.6371,8.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,1,28,-2,0,1,1,1,1,,0,kharkiv,49.9868,36.2313,50.0178,36.1821,4.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,-2,27,2,0,2,1,2,2,,1,kyiv,50.426776,30.504825,50.507244,30.819252,24.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,-1,30,2,0,1,-2,-2,-2,,0,kyiv,50.4532,30.4297,50.3860,30.4579,7.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,1,27,2,0,2,2,2,1,,0,kharkiv,50.0131,36.2502,50.0527,36.2042,5.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-1,-1,28,-2,0,2,1,2,2,,0,kharkiv,49.9771,36.2881,50.0313,36.3523,7.6
,,-2,-2,-2,-2,-2,-2,-2,2,-2,2,2,-2,29,-2,0,2,1,2,-2,,0,kyiv,50.5059,30.4599,50.3948,30.6214,16.9
,,-10,-10,-10,-10,-10,-10,-10,1,-10,1,1,1,21,2,0,2,-1,1,2,,0,kyiv,50.4045,30.6796,50.4571,30.3856,21.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,-1,28,2,3,1,1,1,1,,0,kyiv,50.4311,30.5493,50.4477,30.4356,8.3
,,1,-2,-2,-2,-2,-2,2,-2,1,2,1,-1,30,2,2,2,2,2,2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-1,-2,34,-2,2,1,1,-1,-1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,2,29,-2,2,2,-1,1,-2,,0,kyiv,50.4446,30.4546,50.4287,30.4189,3.1
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,1,33,-2,2,2,2,2,2,,1,dnipro,48.4602,35.0474,48.4766,35.1907,10.8
,,1,-2,1,-2,-2,-2,-2,1,1,1,1,-2,29,-2,3,2,1,1,2,,0,kyiv,50.4626,30.4523,50.4178,30.6264,13.3
,,2,-2,2,-2,-2,-2,-2,-2,-2,2,1,1,30,-2,3,2,2,1,-2,,1,kyiv,50.4373,30.5100,50.5552,30.2418,23.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-1,1,28,2,0,-2,-2,-1,-1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,37,-2,0,-10,-2,1,-10,,1,lviv,49.8214,23.9869,49.7194,23.7448,20.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-2,1,29,2,0,2,2,2,2,,0,kyiv,50.4593,30.4121,50.3873,30.6029,15.7
,,-10,-10,-10,1,1,-10,1,1,-10,2,2,1,23,2,3,1,1,2,2,,0,lviv,49.8028,24.0322,49.8032,23.9893,3.1
,,-2,1,1,-2,-2,1,-2,-2,1,2,-2,1,27,2,1,2,1,2,1,,,,,,,,
,,-2,1,-2,-2,-2,1,-2,-2,-2,-1,1,-1,28,-2,2,2,1,-1,1,,1,kyiv,50.4044,30.6320,50.2767,30.3575,24.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,1,29,2,1,2,1,1,1,,0,odesa,46.4683,30.7112,46.4630,30.7631,4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,23,2,0,2,-10,-2,-10,,0,,-8.7134,115.1826,-8.6704,115.1692,5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,2,29,2,2,2,-2,1,2,,0,kyiv,50.4367,30.5105,50.4660,30.6029,7.3
,,1,-2,-10,-10,-2,-2,-2,2,-10,2,-10,-1,29,2,0,-1,1,1,-2,,1,kyiv,50.4282,30.5014,50.3500,30.9507,33.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,24,2,0,2,2,1,1,,1,lviv,49.8324,23.9963,49.7436,24.0020,9.9
,,-2,-2,2,1,1,-2,2,1,2,2,2,-2,27,2,1,2,2,2,2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,34,-2,0,2,-2,-2,1,,0,dnipro,48.450018,35.057621,48.413424,35.071229,4.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,30,2,3,2,2,2,2,,0,lviv,49.8372,24.0288,49.8416,24.0324,0.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,2,34,-2,0,2,1,2,-10,,1,kharkiv,50.0074,36.2434,50.2064,36.1567,23
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,26,-2,0,2,-1,1,2,,0,lviv,49.8408,24.0345,49.8326,24.0504,1.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,30,2,0,-2,1,-10,-1,,0,kyiv,50.4546,30.5934,50.4588,30.4029,13.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,1,22,1,0,2,-1,2,2,,0,,49.5893,34.5579,49.5780,34.5646,1.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,2,24,-2,0,-1,-1,1,1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,28,2,2,2,2,2,2,,0,lviv,49.8027,24.0031,49.8027,24.0031,0
,,1,-10,1,-10,-10,-10,-10,-10,1,1,1,-1,28,2,0,-10,1,-1,1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,-2,25,-2,2,1,1,1,-1,,0,kyiv,50.3951,30.4871,50.5188,30.5011,13.8
,,-10,1,-10,-10,-10,1,-10,-10,1,1,1,-2,30,-1,0,1,-10,-10,2,,0,kyiv,50.4595,30.4965,50.5127,30.6141,10.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,25,2,0,2,2,1,2,,,,,,,,
,,2,-2,1,-10,-10,1,1,1,1,-1,-1,1,30,2,0,-1,-1,-1,1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,29,-2,0,2,-1,2,-10,,0,lviv,49.8001,24.0075,49.8099,24.0001,1.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,30,2,2,2,1,1,2,,0,kyiv,50.4371,30.4916,50.4126,30.5264,3.7
,,-10,-10,-10,-10,-10,-2,2,2,2,-1,2,2,31,-2,0,2,2,1,2,,0,lviv,49.8404,24.0329,49.8224,24.0080,2.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,2,27,-2,0,2,1,1,1,,0,kharkiv,50.0463,36.2848,50.0463,36.2848,0
,,-10,1,-10,-10,-10,-10,1,1,1,-1,-1,1,26,2,2,-1,-2,1,2,,0,kyiv,50.4339,30.5094,50.4379,30.5014,0.7
,,1,-2,2,-2,1,-10,1,-2,2,2,-10,1,21,-2,3,1,-10,2,2,,1,kyiv,50.4490,30.4238,50.5422,30.1913,19.5
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,1,28,-2,0,-2,-2,-2,1,,0,kyiv,50.4527,30.4469,50.4111,30.6374,14.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-2,1,26,2,1,-2,-2,-10,-10,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,27,-2,1,2,1,1,-2,,0,kharkiv,49.9923,36.2351,50.0150,36.2365,2.5
,,1,1,-10,1,-10,1,-2,-2,-10,1,1,-1,26,-2,0,2,-2,-2,-2,,1,kyiv,50.4223,30.5059,50.2704,30.4519,17.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,27,2,0,1,1,1,1,,0,kyiv,50.4592,30.4908,50.5027,30.5044,4.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,2,2,23,2,0,2,2,-2,2,,0,kharkiv,49.9866,36.2041,49.9866,36.2041,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,2,2,28,-2,2,2,1,1,-2,,0,kharkiv,49.9490,36.3753,49.9490,36.3753,0
,,1,1,1,1,-2,-2,-2,-2,1,2,2,2,32,-2,0,2,2,2,2,,1,kyiv,50.2659,30.4548,50.2659,30.4548,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,40,-2,-1,-10,-2,1,-2,,1,lviv,49.8559,24.0360,49.7573,23.9519,12.5
,,-10,1,2,1,-10,-10,1,1,1,1,2,2,20,-2,2,1,1,2,-10,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,2,1,24,-2,3,2,-1,-1,2,,0,,48.6225,22.2698,48.6029,22.3299,4.9
,,1,1,2,1,1,-2,-2,-2,1,2,2,-2,31,2,2,2,1,2,-10,,,,,,,,
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,1,28,-2,0,2,1,1,1,,0,odesa,46.4724,30.7405,46.4137,30.7142,6.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,35,-2,0,2,1,-1,-10,,1,kyiv,50.4421,30.5121,50.4079,30.3734,10.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,31,-2,1,2,1,2,-2,,0,kharkiv,49.9986,36.2357,49.9901,36.1972,2.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,30,-2,2,2,2,-2,2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-1,-1,25,2,2,1,1,-2,1,,0,lviv,49.8225,23.9824,49.8225,23.9824,0
,,-10,-10,-10,-10,-10,-10,2,1,-10,2,2,-2,26,-2,2,1,2,2,-1,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,31,-2,0,2,-10,-2,-2,,0,lviv,49.8417,24.0020,49.8628,24.0112,2.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,39,-2,1,2,2,-2,-2,,0,lviv,49.8225,23.9893,49.8617,23.9608,4.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,29,-2,3,-10,-2,-2,-2,,0,kharkiv,49.9887,36.2318,49.9409,36.3790,11.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,2,42,-2,0,2,-10,-1,-10,,0,kyiv,50.4555,30.5165,50.4676,30.6036,6.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-2,2,27,2,3,1,-2,1,2,,0,kharkiv,50.0265,36.2202,50.0301,36.2221,0.4
,,2,1,1,1,1,1,1,-2,2,2,2,-2,30,-2,0,2,1,1,-1,,1,kyiv,50.4180,30.5171,50.4647,30.3534,12.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,34,-2,0,2,1,1,2,,0,dnipro,48.4637,35.0533,48.5181,35.0464,6.1
,,1,1,2,-10,-10,-10,-10,-10,-10,1,1,1,30,-2,0,2,-10,1,1,,0,kyiv,50.4263,30.5316,50.4331,30.4802,3.7
