geohome,geowork,likeIrpin,likeVishneve,likeBucha,likeVorzel,likeKocubinske,likeBoyarka,likeBrovary,likeBoryspil,likeVyshgorod,liveSuburb,liveOkolica,isGoodWorkLocation,age,isRented,job,liveHouse,isInvestor,isActivist,isFreeAppartmentImportant,city,isSuburb,region,workLat,workLong,homeLat,homeLong,distance
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,2,27,2,2,1,1,2,-2,,0,kyiv,50.4393,30.5031,50.4739,30.4474,5.5
,,-2,1,1,1,1,-2,-2,1,1,-10,-2,1,25,2,0,1,1,-1,1,,0,kyiv,50.3978,30.4778,50.4723,30.4467,8.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,1,22,2,0,1,-2,-1,1,,0,kharkiv,50.0075,36.2181,50.0579,36.2004,5.7
,,-10,2,-10,1,1,1,-2,-2,-10,2,2,-2,35,-2,0,2,2,2,2,,1,kyiv,50.4309,30.5497,50.4039,30.3621,13.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,43,2,0,2,2,-1,2,,0,lviv,49.8680,24.0575,49.8707,24.0517,0.5
,,1,-10,-10,-10,-10,-10,-10,-10,2,-1,1,1,39,-2,2,1,-1,1,-1,,0,kyiv,50.4624,30.4495,50.5194,30.4848,6.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,1,23,-2,0,2,1,1,-2,,0,,46.4648,30.7521,46.3009,30.6553,19.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-2,1,24,2,2,-2,-2,1,-1,,0,lviv,49.8359,24.0085,49.8365,24.0411,2.3
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,29,-2,3,-2,-2,-2,-2,,0,kyiv,50.4183,30.6556,50.4603,30.5873,6.7
,,1,1,1,1,1,1,1,1,1,-10,-1,1,23,2,0,2,1,1,1,,0,kyiv,50.4223,30.5059,50.5199,30.4994,10.9
,,-2,-2,-2,-2,-2,-2,-2,-2,1,-1,1,1,24,-2,0,-1,-2,-2,-2,,0,kyiv,50.4351,30.5159,50.5091,30.4883,8.5
,,1,1,1,1,1,1,-2,-2,1,2,2,1,32,-2,3,2,2,2,2,,1,kyiv,50.4078,30.6232,50.2799,30.5177,16.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-2,2,27,2,2,-1,-10,1,1,,,,,,,,
,,1,-2,-2,-2,2,-2,1,-2,2,1,2,2,22,-2,0,2,2,2,2,,0,kyiv,50.4395,30.4968,50.5121,30.4987,8.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,26,2,0,2,2,1,2,,0,kyiv,50.4724,30.5070,50.4753,30.5015,0.5
,,1,1,1,-2,-2,-2,-2,-2,2,1,1,-1,23,-2,0,1,1,-1,2,,1,kyiv,50.4466,30.4225,50.7256,30.3305,31.7
,,-2,1,-2,-2,-2,-2,1,1,2,1,-2,2,22,2,0,2,1,-2,1,,0,kyiv,50.4395,30.4962,50.4543,30.4678,2.6
,,-2,-2,-2,-2,-2,-2,1,1,-2,-1,-1,-2,25,2,0,1,1,1,1,,0,kyiv,50.4012,30.6521,50.4314,30.5363,8.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-1,2,24,-2,0,2,-2,-2,-2,,0,lviv,49.8384,24.0298,49.8333,24.0721,3.1
,,-2,-2,1,-2,1,-2,2,2,1,2,2,-2,26,2,0,2,-1,2,2,,0,,46.5796,30.8130,46.5729,30.8038,1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,2,27,-2,2,2,1,1,-1,,0,kharkiv,50.0212,36.2275,50.0212,36.2275,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,1,-1,29,2,0,2,1,1,2,,0,lviv,49.8619,24.0017,49.8690,24.0154,1.3
,,-2,-2,-2,-2,-2,-2,1,1,-2,2,-1,-1,28,2,0,2,1,-10,1,,0,lviv,49.8425,24.0014,49.8263,23.9754,2.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,50,2,3,-2,-2,-2,-2,,0,kyiv,50.4403,30.4820,50.4302,30.4849,1.1
,,1,-10,1,1,-10,-10,-10,-2,1,2,2,-1,27,2,0,2,-10,-10,2,,0,kyiv,50.4659,30.5128,50.5223,30.4665,7.1
,,1,1,-10,-10,-10,-10,2,2,1,1,2,-2,28,2,0,2,1,1,1,,0,kyiv,50.4470,30.4143,50.4125,30.6464,16.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,34,-2,0,2,-1,2,-1,,0,,48.9232,24.7072,49.1233,24.7289,22.3
,,-10,-10,2,-10,-10,-10,-10,-10,-10,2,2,2,30,2,3,2,2,2,2,,0,kharkiv,49.9633,36.1276,49.9571,36.3417,15.4
,,-10,-2,-2,-10,-10,-2,-10,-10,-10,2,2,-2,29,-2,3,2,-2,1,-2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,29,-2,0,2,-1,-1,-2,,1,kyiv,50.4323,30.5149,50.3761,30.4568,7.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,28,-2,2,1,1,1,-2,,1,kyiv,50.4388,30.5236,50.3625,30.5560,8.8
,,1,1,1,-10,1,-10,-10,-10,-10,2,1,-1,30,2,0,1,1,2,2,,0,kyiv,50.4916,30.5279,50.4294,30.5350,6.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,2,31,2,0,1,-2,1,1,,0,kyiv,50.4462,30.5121,50.4336,30.5307,1.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,-10,31,2,2,1,-10,1,2,,0,dnipro,48.4604,35.0490,48.4825,34.9250,9.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,2,24,2,0,2,1,1,1,,0,lviv,49.8420,24.0310,49.8409,24.0078,1.7
,,1,2,1,-2,2,2,2,2,2,2,2,1,31,-2,0,2,-1,1,-1,,0,,49.4473,32.0616,49.4391,32.0197,3.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,1,37,-2,3,-10,-2,1,-2,,0,lviv,49.7982,24.0111,49.8513,24.0223,6
,,2,2,2,-10,-10,-10,1,-2,2,2,2,-2,26,2,0,2,1,2,2,,0,kyiv,50.4212,30.5283,50.4597,30.3683,12.1
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-10,1,27,2,0,2,-1,-1,-1,,,,,,,,
,,-10,1,1,1,1,-10,1,1,1,2,2,1,27,2,0,2,1,1,1,,0,kyiv,50.4536,30.4882,50.4608,30.3657,8.7
,,2,1,2,1,-2,-2,2,1,2,2,2,2,33,-2,3,2,2,-1,1,,1,kyiv,,,50.5218,30.2516,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,26,2,0,2,2,2,2,,0,,48.17420,25.55439,48.2921,25.9358,31.2
,,1,1,1,1,1,1,1,1,1,2,2,1,30,-2,0,2,2,2,2,,1,kyiv,50.4396,30.5207,50.4662,30.3545,12.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,1,2,28,2,0,-2,2,2,-2,,,,46.4515,30.7554,,,
,,2,1,1,1,2,1,1,1,1,1,-1,1,22,2,0,2,-1,-1,1,,0,kyiv,50.4299,30.5146,50.4271,30.4176,6.9
,,1,-10,-10,-10,-10,-10,2,-10,-10,-2,-2,2,34,-1,0,-2,-2,-2,-2,,1,kyiv,50.4569,30.4229,50.5208,30.2536,14
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,25,1,0,2,-1,1,2,,0,lviv,49.8119,23.9876,49.8274,24.0362,3.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,26,2,0,2,1,-1,1,,0,kyiv,50.3988,30.6346,50.4090,30.6265,1.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,30,-2,0,2,2,2,2,,1,kharkiv,49.9885,36.2305,49.8492,36.6677,35
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,27,2,0,2,1,-10,1,,0,lviv,49.8329,23.9974,49.7889,24.0562,6.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,1,2,29,-2,2,-2,-2,1,-2,,0,kyiv,50.4485,30.5914,50.4041,30.6606,7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-1,1,27,-2,0,2,2,-1,2,,0,kharkiv,50.0050,36.2345,49.9652,36.2125,4.7
,,2,-10,1,1,1,-10,-10,-10,1,2,-1,-1,25,2,0,2,2,1,1,,0,kyiv,50.4219,30.5046,50.4590,30.4338,6.5
,,1,1,1,-2,-2,-2,1,1,-2,2,2,-1,31,-2,3,1,-1,-1,1,,1,kyiv,50.4446,30.4505,50.5108,30.2371,16.8
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-10,2,32,-2,0,-1,-2,2,2,,0,kyiv,50.4321,30.4864,50.4802,30.5269,6.1
,,1,1,1,-2,1,2,-2,-2,-2,1,1,1,31,-2,3,2,1,1,2,,1,kyiv,50.4630,30.5056,50.3392,30.2949,20.3
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,2,32,-2,3,2,2,1,-2,,0,,47.5016,35.0818,47.5016,35.0818,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-2,-2,33,-2,2,2,-10,1,1,,0,kharkiv,50.0128,36.2445,50.0307,36.2066,3.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,-2,38,2,3,1,1,-10,1,,0,lviv,49.8519,23.9899,49.8353,24.0419,4.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-2,-1,37,-2,2,1,-2,-1,-2,,0,kyiv,50.4742,30.4974,50.4390,30.5966,8.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,31,-2,0,2,-2,1,-2,,0,kharkiv,49.9896,36.2769,50.0258,36.3407,6.1
,,-2,-2,2,1,-10,-10,-10,-10,1,2,1,2,20,2,3,2,-10,2,2,,0,kyiv,50.4699,30.5171,50.5154,30.6083,8.2
,,1,1,1,-10,1,-10,1,-10,-10,1,1,1,30,-2,3,2,-10,1,1,,1,kyiv,50.4265,30.5363,50.3805,30.3758,12.5
,,-10,-10,-10,-10,-10,-10,1,1,-10,2,2,2,26,-1,3,2,2,2,2,,,,,,,,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-2,-2,28,-2,1,-2,-2,-2,-2,,0,kharkiv,50.0354,36.2268,50.0319,36.3435,8.4
,,1,1,-2,-2,-2,-2,-2,-2,1,2,2,-1,30,2,0,2,2,2,1,,0,kyiv,50.4563,30.5217,50.4881,30.4718,5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,2,33,2,0,-1,-1,-1,-2,,,,,,,,
,,-2,-2,1,1,1,1,2,2,1,2,2,-1,25,2,2,2,2,-1,2,,0,kyiv,50.4251,30.5090,50.4059,30.6498,10.2
,,2,2,2,2,2,2,-2,-2,1,-2,2,-2,40,-2,0,2,-2,2,-2,,1,kyiv,,,50.4563,29.9353,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,2,-2,29,-2,0,2,-2,2,2,,1,lviv,49.8360,24.0697,49.5241,23.9770,35.3
,,1,1,1,-10,-10,1,-10,-10,1,2,-1,2,80,-2,0,2,2,2,1,,1,lviv,49.8192,24.1500,49.8192,24.1500,0
,,1,1,-10,-10,-10,-10,1,1,2,2,1,2,20,2,2,1,-1,-1,2,,0,kyiv,50.4677,30.5246,50.4278,30.5387,4.6
,,1,2,-2,-2,-2,-2,1,-2,1,1,2,-2,29,-2,2,-2,-2,1,1,,1,kyiv,50.3798,30.3696,50.3798,30.3696,0
,,2,1,2,-10,1,2,-2,-2,2,2,2,-2,34,-2,0,2,-10,1,2,,1,kyiv,50.5147,30.5049,50.4027,30.3825,15.2
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,,2,-1,2,-2,-2,2,,0,lviv,49.8431,24.0268,49.8431,24.0268,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,2,33,-2,3,1,-1,-1,1,,1,kharkiv,49.9932,36.2321,49.9631,36.0923,10.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,1,30,-2,0,1,-10,-10,-2,,1,kyiv,50.4476,30.4236,50.3815,30.3779,8
,,1,1,1,-10,-10,-2,1,-2,2,2,2,1,31,2,3,2,2,2,2,,0,kyiv,50.4442,30.4528,50.3920,30.6129,12.8
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,2,1,30,2,0,1,-1,1,-1,,0,kyiv,50.4498,30.4460,50.3969,30.6371,14.8
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,27,2,0,2,-2,-2,2,,0,kharkiv,,,49.9777,36.2510,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,38,-2,0,-1,1,1,1,,0,kyiv,50.4293,30.5017,50.4028,30.5324,3.7
,,2,2,2,-10,-2,-2,1,1,-10,2,2,2,26,-2,3,2,2,2,-2,,1,kyiv,50.3963,30.4774,50.3825,30.3823,6.9
,,-2,1,-2,-2,-10,-2,1,1,-10,2,2,2,34,2,3,-10,2,2,2,,0,kyiv,50.4475,30.4238,50.3915,30.6255,15.6
,,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,-1,26,-2,2,1,1,1,-1,,1,kyiv,50.4392,30.5236,50.5832,30.4802,16.3
,,-10,-10,-10,-10,-10,-10,1,1,-10,-1,-10,-10,25,2,0,-1,-1,1,2,,0,kyiv,50.4467,30.4232,50.4681,30.4865,5.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,23,1,0,2,2,2,2,,1,kyiv,50.3931,30.6129,50.2772,30.6041,12.9
,,-10,-10,-10,-10,-10,-10,1,1,-10,2,2,-1,31,-2,0,2,2,2,-1,,1,kyiv,50.3729,31.3231,50.3729,31.3231,0
,,-10,-10,-10,-10,-10,-10,2,-10,-10,2,2,-2,32,2,0,2,-2,2,2,,0,kyiv,50.4223,30.5065,50.4564,30.3640,10.8
,,-2,1,1,1,2,-2,-2,-2,1,1,-1,-2,29,-2,3,1,-1,-1,-1,,0,kyiv,50.4365,30.4995,50.5259,30.5167,10
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,1,27,2,3,1,1,1,2,,0,lviv,49.8404,24.0000,49.8339,24.0089,1
,,-2,1,-2,-2,1,1,1,1,2,1,1,2,29,-2,2,2,1,1,1,,0,kyiv,50.4531,30.4472,50.4859,30.5942,11.1
,,-2,1,-2,-2,2,1,-2,-2,2,-1,1,1,28,-2,0,2,2,2,2,,0,kyiv,50.4595,30.4887,50.4641,30.4397,3.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,30,2,0,-1,1,1,2,,0,kyiv,50.4361,30.5183,50.4135,30.6275,8.2
,,-10,-2,-10,-10,1,-10,-2,-2,1,-2,1,1,37,-2,0,2,1,-1,1,,0,kyiv,50.4247,30.5063,50.4057,30.6185,8.3
,,-10,2,-10,-10,-10,-10,-10,-10,-10,2,2,2,35,-2,0,2,-1,-1,2,,1,kyiv,50.3914,30.3655,50.3914,30.3655,0
,,2,2,2,1,1,-2,-2,1,1,2,2,1,25,2,0,2,2,-10,2,,0,lviv,49.8299,23.9963,49.8044,23.9905,2.9
,,1,-10,-10,-10,1,-10,-2,-2,-10,-1,-1,2,26,2,0,1,1,1,1,,0,kyiv,50.4575,30.4972,50.4551,30.4870,0.8
,,2,1,1,-10,-10,1,-10,-10,-10,2,2,-1,38,2,0,2,2,1,1,,1,kyiv,50.4214,30.5243,50.4394,30.3390,13.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,2,29,2,0,2,1,2,1,,0,dnipro,48.4633,35.0546,48.4735,35.0309,2.1
,,2,-10,2,-10,-10,-10,-10,-10,-10,1,1,1,26,2,0,-1,1,1,1,,0,kyiv,50.4365,30.5230,50.4483,30.5983,5.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,27,-2,0,1,1,1,1,,1,kharkiv,49.9924,36.2275,49.8427,36.6833,36.7
,,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-1,2,28,2,0,-2,-2,-10,1,,0,kyiv,50.4391,30.5236,50.4251,30.5434,2.1
,,1,1,1,-10,-10,-10,-10,-10,2,2,2,1,38,2,0,2,2,-1,2,,0,kyiv,50.4873,30.5024,50.4267,30.3945,10.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,-1,31,-2,2,-2,1,1,-2,,0,kharkiv,50.0062,36.2418,50.0495,36.2099,5.3
,,1,2,1,-2,-2,-2,-2,-2,2,-1,-2,2,21,2,2,1,1,-1,2,,0,kyiv,50.4665,30.5129,50.4937,30.4610,4.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-1,-1,27,-2,0,2,2,2,1,,0,,47.8425,35.1354,47.8425,35.1354,0
,,2,-10,2,2,2,-10,-10,-10,-10,2,2,-2,34,1,0,2,-1,-2,-2,,1,kyiv,50.4246,30.5065,50.5733,30.2146,26.5
,,-2,1,-2,-2,1,1,-2,-2,1,2,-1,2,35,-2,2,2,2,-10,-2,,0,kyiv,50.4390,30.4986,50.4380,30.4140,6
,,1,-10,-10,-10,-10,-10,-10,-2,1,2,-1,-2,30,-2,0,1,-10,1,1,,0,kyiv,50.4451,30.4542,50.4313,30.5149,4.6
,,1,1,1,1,1,1,1,1,1,1,-10,-1,24,2,0,-1,-1,-10,1,,0,kyiv,50.4532,30.4587,50.3893,30.4589,7.1
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-1,1,37,2,0,-1,-2,-2,-10,,0,,43.6209,-79.6741,43.5941,-79.6429,3.9
,,1,-2,-2,-2,2,-2,1,1,-2,2,2,2,25,2,0,1,2,-1,-2,,1,kyiv,50.4661,30.3480,50.4661,30.3480,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,1,32,2,3,2,1,1,1,,0,,49.5615,25.6000,49.5486,25.5612,3.2
,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,2,24,2,0,-1,-2,-2,1,,0,kyiv,50.4593,30.4464,50.4677,30.4054,3.1
,,1,1,2,1,1,1,-2,1,1,2,2,-1,24,-2,0,1,1,1,2,,0,kyiv,50.4343,30.4980,50.4365,30.6333,9.6
,,1,-10,1,-10,-10,-10,1,-10,-10,2,1,1,24,2,2,-1,1,1,1,,0,kyiv,50.4308,30.5495,50.3870,30.6383,8
,,2,-2,2,-10,1,-10,1,-10,1,2,2,1,30,2,2,2,-1,-2,1,,0,kyiv,50.4541,30.5984,50.4754,30.5971,2.4
,,-10,-10,-10,-10,-10,-10,1,-10,-10,-2,1,-2,23,-2,0,1,-2,-2,-2,,0,kyiv,50.4365,30.5489,50.4509,30.6210,5.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-2,1,30,-2,0,1,-1,1,-1,,0,lviv,49.8416,24.0013,49.8341,24.0132,1.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-2,-10,2,26,2,2,-10,1,-2,1,,0,kyiv,50.462412,30.449359,50.477792,30.449371,1.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,-2,25,-2,1,2,1,1,1,,1,lviv,49.8295,23.9945,49.7861,24.0613,6.8
,,1,1,1,-10,-10,-10,-10,-10,1,1,-1,1,22,2,2,1,-2,-1,2,,0,kyiv,50.4475,30.4223,50.4569,30.3840,2.9
,,-10,1,-2,-2,-2,-2,-2,-2,1,-1,-10,1,27,2,0,2,-2,-1,-1,,0,kyiv,50.4221,30.5058,50.5200,30.5023,10.9
,,1,1,-2,1,-2,-2,-2,1,1,2,2,-2,25,2,0,2,1,1,1,,0,kyiv,50.4180,30.5172,50.3939,30.6450,9.5
,,-10,-10,-10,-10,1,-10,-10,-10,-10,2,2,-2,41,-2,0,2,1,1,-10,,0,kyiv,50.4395,30.4980,50.5057,30.4361,8.6
,,2,1,2,2,2,2,-2,-2,1,2,2,-1,37,-2,0,2,2,1,-1,,1,kyiv,50.4243,30.5071,50.5492,30.1540,28.7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,24,2,0,1,-10,-10,-1,,0,lviv,49.8529,24.0283,49.8468,24.0020,2
,,-10,-10,-10,-10,-10,-10,2,1,-10,2,1,2,22,2,0,2,-10,-10,1,,,,49.8322,24.0189,,,
,,-10,-10,-10,-10,-10,-10,1,1,-10,2,2,2,25,2,0,2,-2,-10,2,,1,kyiv,50.3939,30.6134,50.3001,30.5743,10.8
,,1,1,1,1,1,1,1,1,1,1,1,-1,24,2,2,2,-2,2,2,,,,,,,,
,,1,1,1,-10,-10,-10,-10,-10,1,2,2,-2,21,2,0,2,1,2,2,,0,kyiv,50.4481,30.4218,50.4687,30.6351,15.3
,,1,1,-10,-10,1,-10,-10,-10,-10,1,2,1,27,-2,0,1,1,1,1,,1,kyiv,50.4518,30.4465,50.4925,30.3346,9.1
,,2,2,1,1,1,1,-2,-2,2,2,-1,2,31,2,0,2,2,1,2,,0,kyiv,50.4050,30.5124,50.4050,30.5124,0
,,1,1,-10,-10,-10,-10,-2,1,1,1,-10,1,25,-2,0,2,1,1,1,,0,kyiv,50.4203,30.5288,50.4098,30.6256,7
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,2,24,2,0,2,-2,2,2,,0,odesa,46.4685,30.7126,46.4621,30.7171,0.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,2,23,2,0,1,-1,-1,1,,0,lviv,49.8367,24.0114,49.8393,24.0047,0.6
,,1,-10,1,-10,1,-10,2,-10,-10,2,2,-2,38,2,0,2,-10,1,1,,1,kyiv,50.4906,30.4740,50.4892,30.3430,9.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-2,30,-2,2,2,2,2,-2,,1,kyiv,50.4561,30.5908,50.3774,30.2434,26.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,1,32,-2,0,2,-10,2,-2,,1,kyiv,50.4326,30.5148,50.4492,30.3059,15
,,1,1,-10,-10,-10,-10,-10,-10,-10,2,2,1,28,-2,0,1,-2,1,-2,,1,kyiv,50.3914,30.3094,50.3914,30.3094,0
,,2,2,2,-10,-10,-10,-10,-10,-10,2,1,2,25,-1,3,-1,2,-1,-1,,0,kyiv,50.4349,30.4783,50.4393,30.4632,1.2
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,2,2,29,-2,0,1,-1,-1,-1,,1,kyiv,50.4503,30.4102,50.4296,30.3340,5.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,2,22,2,3,2,1,2,-1,,0,lviv,49.8375,24.0048,49.8375,24.0048,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,1,2,39,-2,0,2,2,2,-2,,0,kharkiv,50.0073,36.2412,50.0399,36.3602,9.3
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,32,2,0,2,2,1,2,,0,kharkiv,50.0083,36.2399,50.0241,36.3363,7.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,34,-2,0,2,1,1,-2,,1,dnipro,48.4278,35.0395,48.5602,35.1020,15.4
,,1,-10,1,-10,-2,-10,-10,-10,-10,2,2,1,30,-2,0,-1,-2,-2,2,,1,kyiv,50.5331,30.2605,50.5331,30.2605,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,1,25,-2,2,2,1,1,1,,0,kharkiv,50.0093,36.2422,50.0376,36.3531,8.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,1,2,28,-2,0,-2,-1,1,1,,0,,49.2346,28.4643,49.2280,28.4491,1.3
,,-2,1,-2,-2,-2,-2,-2,-2,1,1,1,-2,29,2,0,2,-2,-2,2,,0,kyiv,50.4220,30.5580,50.4601,30.6247,6.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,-1,30,2,2,2,-1,-1,2,,,,46.4749,30.7462,,,
,,1,-10,-10,-10,-10,-10,-10,-10,-10,2,1,2,41,2,0,2,1,1,1,,0,,,,48.1812,23.2993,
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,-1,2,29,2,2,2,1,1,2,,0,dnipro,48.4595,35.0421,48.4512,35.0218,1.8
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,1,2,18,2,0,-2,-2,-2,2,,0,kyiv,50.4414,30.4953,50.4471,30.4480,3.4
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,-1,27,-2,0,1,-1,1,1,,0,kharkiv,50.0258,36.2175,49.9422,36.3107,11.5
,,-10,-10,2,-10,-10,-10,-10,-10,-10,2,2,1,21,2,0,1,1,2,2,,0,kyiv,50.4696,30.5051,50.3917,30.6257,12.2
,,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,1,23,2,3,2,2,1,-2,,,,,,,,
,,1,1,2,2,1,1,-2,-2,-2,1,2,-2,33,-2,1,2,1,1,-2,,1,kyiv,50.3970,30.4783,50.5558,30.2172,25.6
,,1,2,1,-2,1,-2,1,1,1,-2,-1,2,20,2,0,-1,-1,-1,-1,,0,kyiv,50.4387,30.4948,50.4355,30.4888,0.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-10,-2,29,-2,2,-10,-10,-2,1,,0,odesa,46.3094,30.6575,46.4834,30.7311,20.2
,,1,-2,1,-2,-2,-2,1,-2,2,2,-10,2,37,2,2,-1,-2,1,2,,0,kyiv,50.4544,30.5152,50.4431,30.5200,1.3
,,1,-2,1,-10,-10,-2,-2,-2,-10,1,2,2,33,-2,0,2,2,1,-1,,0,kyiv,50.5130,30.6100,50.5130,30.6100,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,1,38,-2,0,2,1,-1,-1,,1,kyiv,50.4234,30.5196,50.4099,30.3667,11
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,22,-2,0,2,2,2,2,,0,,48.9951,24.1088,48.9951,24.1088,0
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,1,1,33,2,0,2,1,2,2,,0,kyiv,50.4575,30.4867,50.5106,30.4419,6.7
,,-2,-2,-2,-2,-2,-2,2,2,-2,2,2,-2,28,2,0,2,-10,2,2,,1,kyiv,50.3958,30.4982,50.4842,30.8984,30.1
,,1,-2,2,1,-2,-2,1,-2,-2,-1,2,-1,41,-2,3,-10,1,-1,1,,0,kyiv,50.4176,30.4766,50.4288,30.5381,4.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,2,1,31,2,0,1,-1,1,1,,0,kyiv,50.4332,30.5232,50.4453,30.6278,7.6
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,2,30,2,0,1,1,2,2,,0,lviv,49.8406,24.0339,49.7952,24.0455,5.1
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,1,31,-2,0,2,1,-10,-1,,0,dnipro,48.4195,35.1279,48.4521,35.0648,5.9
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,-2,27,2,2,-2,-1,-10,1,,0,kyiv,50.4196,30.5467,50.4295,30.3858,11.5
,,-10,-10,-10,-10,-10,-10,-10,-10,-10,1,-1,-2,21,-2,0,2,2,1,1,,1,lviv,49.8300,23.9832,49.8380,24.0903,7.8
,,-2,1,-10,-2,-10,1,1,-2,1,1,-1,-2,28,2,0,-1,-2,2,2,,0,kyiv,,,50.453541,30.597726,
,,1,1,-10,-10,1,1,-10,-10,-10,1,1,2,43,-2,3,2,2,1,1,,0,kyiv,50.4491,30.5157,50.4139,30.5407,4.3
